Date,ForwardRateUSDtoEUR,ForwardRateUSDtoEUR_low,ForwardRateUSDtoEUR_high,SpotRateUSDtoEUR,USDTreasuryRate,EUROBIR,TIME PERIOD,ECB_CISS
2006-10-04,0.7864726700747149,0.784744565643883,0.7895152376440866,0.7882084023,4.8,3.453,,
2006-10-05,0.7879599716334411,0.7856076675308351,0.7892036934732856,0.7882084023,4.81,3.465,,
2006-10-06,0.7938398031277288,0.7863489816780687,0.7954183900731784,0.7936507937,4.82,3.465,06 Oct 2006,0.0569
2006-10-09,0.7940919558484872,0.7925186241876684,0.7946598855689765,#DIV/0!,,3.47,,
2006-10-10,0.797702616464582,0.7925186241876684,0.7988496564946477,0.7973845786,4.87,3.479,,
2006-10-11,0.7989773090444231,0.7962417389919579,0.7998720204767238,0.7970032677,4.89,3.486,,
2006-10-12,0.7963051441312311,0.795671546785487,0.7989773090444231,0.7976389886,4.93,3.494,,
2006-10-13,0.79923273657289,0.7949757532395262,0.8010894816951054,0.7998720205,4.92,3.498,13 Oct 2006,0.0499
2006-10-16,0.7980845969672786,0.7974481658692185,0.800768737988469,0.7988496565,4.96,3.502,,
2006-10-17,0.7976389885937625,0.7957348611442667,0.799488327470419,0.7959248647,4.96,3.504,,
2006-10-18,0.7980209081477934,0.7961149590000797,0.8,0.798977309,4.96,3.512,,
2006-10-19,0.7920792079207921,0.7909515146721506,0.7980845969672786,0.7940289027,4.97,3.52,,
2006-10-20,0.7928956549318109,0.7910766553279013,0.7938398031277288,0.7928327916,4.96,3.521,20 Oct 2006,0.068
2006-10-23,0.7970032677133977,0.7922674694977024,0.7977662544874351,0.7971938776,4.99,3.525,,
2006-10-24,0.7964954201513341,0.7950389569088885,0.7984031936127745,0.7958615201,5.0,3.527,,
2006-10-25,0.7936507936507936,0.7921419518377694,0.7968127490039841,0.7942180923,4.99,3.537,,
2006-10-26,0.7879599716334411,0.7871536523929471,0.7936507936507936,0.7893282816,4.99,3.549,,
2006-10-27,0.7850525985241011,0.7841907151819323,0.78976465013426,0.7858546169,4.98,3.555,27 Oct 2006,0.0352
2006-10-30,0.7854842510407667,0.7850525985241011,0.7874635798094338,0.7863489817,4.97,3.56,,
2006-10-31,0.7836376459525115,0.7822277847309137,0.7887057338906853,0.7829014327,4.95,3.564,,
2006-11-01,0.7841292244961969,0.78125,0.7848061528802386,0.7830240388,4.94,3.562,,
2006-11-02,0.7827788649706457,0.782105427811669,0.7851142341210646,0.7824726135,4.94,3.566,,
2006-11-03,0.786410821012897,0.7816774798718048,0.7885191610156127,0.7870916962,4.96,3.566,03 Nov 2006,0.0416
2006-11-06,0.7861635220125786,0.7857311228097745,0.7880220646178093,0.7864726701,4.96,3.568,,
2006-11-07,0.7830853563038371,0.7799703611262772,0.7861017215627703,0.7808839606,4.95,3.574,,
2006-11-08,0.7840062720501764,0.7805182641273807,0.7846214201647705,0.782778865,4.97,3.576,,
2006-11-09,0.7797270955165693,0.7782101167315175,0.7843137254901962,0.7791195949,4.96,3.584,,
2006-11-10,0.7786342754808067,0.7750736319950395,0.7797270955165693,0.7775445144,4.97,3.586,10 Nov 2006,0.0433
2006-11-13,0.7811889696117491,0.7764577995185962,0.7815552950371238,0.7806401249,4.96,3.588,,
2006-11-14,0.7806401249024201,0.7768197001475957,0.7818608287724785,0.7805182641,4.96,3.594,,
2006-11-15,0.7797270955165693,0.779058896852602,0.7829014327096218,0.7807620237,4.96,3.596,,
2006-11-16,0.7814331483941549,0.7786342754808067,0.7822277847309137,0.7807620237,4.96,3.598,,
2006-11-17,0.779666302822392,0.7783918424534911,0.7835762419683435,0.7798487094,4.96,3.604,17 Nov 2006,0.0398
2006-11-20,0.7806401249024201,0.777907429015947,0.7809449433814917,0.7806401249,4.95,3.604,,
2006-11-21,0.7785736530675802,0.7778469197261978,0.781372089388967,0.7797878977,4.94,3.604,,
2006-11-22,0.7726781023025807,0.7716049382716049,0.7789375292101574,0.7735148515,4.92,3.613,,
2006-11-23,0.7727378100610462,0.7705941280727441,0.7735746886361878,#DIV/0!,,3.617,,
2006-11-24,0.7639419404125287,0.7627765064836003,0.7726781023025807,0.7644675484,4.91,3.623,24 Nov 2006,0.036
2006-11-27,0.7614986293024673,0.7591285204585136,0.7641754546843955,0.762195122,4.92,3.625,,
2006-11-28,0.7575183698204682,0.7571168988491823,0.7624275693809087,0.759762954,4.91,3.627,,
2006-11-29,0.7606298014756219,0.75642965204236,0.7615566217348261,0.7606876616,4.91,3.627,,
2006-11-30,0.755287009063444,0.7532389273877674,0.7609191903819814,0.7540909434,4.9,3.637,,
2006-12-01,0.7499625018749063,0.7490636704119851,0.7565441065214101,0.7509762691,4.9,3.639,01 Dec 2006,0.0963
2006-12-04,0.7508071176514753,0.7479991024010771,0.7528986598403855,0.7503564193,4.88,3.639,,
2006-12-05,0.7506380423359855,0.7482229704451927,0.7526719855486979,0.7503564193,4.86,3.643,,
2006-12-06,0.7523888345496953,0.7494566439331485,0.7544322897019993,0.7514841813,4.86,3.652,,
2006-12-07,0.7524454477050414,0.7503564192991671,0.7533524182612626,0.7521058965,4.85,3.662,,
2006-12-08,0.7576331540268202,0.7482229704451927,0.7580926389204761,0.7567158532,4.84,3.67,08 Dec 2006,0.0547
2006-12-11,0.7555723460521345,0.7539203860072377,0.7616146230007617,0.7562580352,4.81,3.674,,
2006-12-12,0.7530687551773476,0.7522756337922215,0.7568303943086355,0.7556865412,4.81,3.674,,
2006-12-13,0.7566585956416464,0.7524454477050414,0.7581501137225171,0.7567158532,4.82,3.674,,
2006-12-14,0.7607455306200076,0.7544322897019993,0.7609770945894528,0.7590708972,4.83,3.68,,
2006-12-15,0.7644675483525724,0.7582650894752806,0.7657554177195803,0.7636502482,4.79,3.686,15 Dec 2006,0.05
2006-12-18,0.7635336336565626,0.7621370322383965,0.7661661048115231,0.764935363,4.84,3.7,,
2006-12-19,0.7582075972401243,0.7566013467503971,0.7644091117566121,0.7579202668,4.84,3.703,,
2006-12-20,0.7589556769884638,0.7549448890231013,0.7598784194528875,0.7585526815,4.84,3.707,,
2006-12-21,0.7592437931819908,0.7566013467503971,0.76103500761035,0.7590132827,4.84,3.715,,
2006-12-22,0.7609191903819814,0.7566585956416464,0.7628928898382668,0.7615566217,4.86,3.717,22 Dec 2006,0.0347
2006-12-25,0.7616726331022926,0.75947444368497,0.7633587786259541,#DIV/0!,,,,
2006-12-26,0.7636502481863306,0.760861294985924,0.7640003056001222,0.7614986293,4.87,,,
2006-12-27,0.7623113279463333,0.7587253414264036,0.7638835841417768,0.7619047619,4.85,3.723,,
2006-12-28,0.7606876616461281,0.7573462587094819,0.7630675314765357,0.75999392,4.87,3.723,,
2006-12-29,0.7578053955744164,0.7571742257893541,0.761208799573723,0.757747973,4.89,3.725,29 Dec 2006,0.0387
2007-01-01,0.7576331540268202,0.7575183698204682,0.7591285204585136,#DIV/0!,,,,
2007-01-02,0.7532389273877674,0.7519927808693037,0.7577479730241721,0.7526719855,4.94,3.725,,
2007-01-03,0.7598206823189727,0.7523322299127295,0.7606876616461281,0.7593591009,4.92,3.727,,
2007-01-04,0.7643506840938622,0.758552681483729,0.7648183556405354,0.7637085688,4.91,3.734,,
2007-01-05,0.7691124442393478,0.7629510948348212,0.77035667514059,0.768935025,4.92,3.734,05 Jan 2007,0.0823
2007-01-08,0.7681081496274675,0.7669888019634913,0.7708911501695961,0.7678722261,4.95,3.738,,
2007-01-09,0.7694675284702985,0.7659900421294522,0.7701193685021178,0.7695267411,4.95,3.742,,
2007-01-10,0.7732158045310447,0.7688167909587146,0.7733353955610549,0.772797527,4.96,3.744,,
2007-01-11,0.7756748371082842,0.7682261657832066,0.7763372408974458,0.7749535028,4.98,3.758,,
2007-01-12,0.774233508826262,0.7724393635099644,0.777302759424796,0.773634535,4.96,3.744,12 Jan 2007,0.0684
2007-01-15,0.7730962504831851,0.7716049382716049,0.7742934572202864,#DIV/0!,,3.746,,
2007-01-16,0.7741735697143299,0.769704433497537,0.7747133560582585,0.7741136399,4.98,3.746,,
2007-01-17,0.7730364873222015,0.7720815318097591,0.7753741180119407,0.7723200494,4.99,3.746,,
2007-01-18,0.7720219254226821,0.7704753833115031,0.7753741180119407,0.7726781023,4.99,3.754,,
2007-01-19,0.7713073659853452,0.7690532953933708,0.7743534148985597,0.7711289328,5.01,3.754,19 Jan 2007,0.0321
2007-01-22,0.7723797018614351,0.7702973347712216,0.773874013310633,0.7717835919,5.0,3.756,,
2007-01-23,0.7678132678132679,0.7664597225415805,0.7734550235903782,0.7677543186,5.01,3.758,,
2007-01-24,0.7715454054471106,0.7669888019634913,0.7723200494284832,0.7713668621,5.0,3.756,,
2007-01-25,0.7732755954222086,0.7689350249903883,0.7742934572202864,0.7704160247,5.01,3.77,,
2007-01-26,0.7742934572202864,0.7724393635099644,0.7765783955890346,0.7746533426,5.0,3.771,26 Jan 2007,0.0613
2007-01-29,0.7719027402547278,0.7711289327575571,0.7752538956508256,0.7723200494,5.01,3.775,,
2007-01-30,0.771366862079605,0.7702973347712216,0.7726184037703778,0.7719623282,5.0,3.781,,
2007-01-31,0.7672830507174098,0.7669888019634913,0.773814129846011,0.7693491306,4.99,3.781,,
2007-02-01,0.7679901697258275,0.7660487206986365,0.7691716021844474,0.7679901697,5.0,3.785,,
2007-02-02,0.7711289327575571,0.765345170671973,0.7722007722007722,0.7716049383,5.01,3.787,02 Feb 2007,0.0505
2007-02-05,0.773874013310633,0.7710694733595498,0.7743534148985597,0.7732158045,5.02,3.78,,
2007-02-06,0.7704160246533127,0.769704433497537,0.7744733581164809,0.7710694734,5.01,3.783,,
2007-02-07,0.7681671531725303,0.7676953784738216,0.7711884013264441,0.7680491551,5.02,3.785,,
2007-02-08,0.7669888019634913,0.7666947788085563,0.770712909441233,0.7672241829,5.03,3.803,,
2007-02-09,0.7689941556444171,0.7665184730952016,0.7702380035430948,0.768935025,5.02,3.807,09 Feb 2007,0.0568
2007-02-12,0.7714263673532361,0.7668711656441718,0.7727975270479134,0.7714858818,5.04,3.809,,
2007-02-13,0.7671064743786437,0.7665772326561902,0.7720219254226821,0.7678132678,5.03,3.814,,
2007-02-14,0.7617886798202179,0.7602250266078759,0.7678132678132679,0.7618467164,5.02,3.814,,
2007-02-15,0.7607455306200076,0.7590708972218005,0.7623113279463333,0.7610350076,5.03,3.824,,
2007-02-16,0.7610929294466854,0.7604562737642586,0.7637668983426259,0.7612087996,5.04,3.826,16 Feb 2007,0.0928
2007-02-19,0.7602828252109786,0.759589821496392,0.7620789513793629,#DIV/0!,,3.83,,
2007-02-20,0.7611508601004718,0.7580926389204761,0.7616726331022926,0.7613826709,5.05,3.832,,
2007-02-21,0.7611508601004718,0.7594167679222358,0.7627183281214248,0.7618467164,5.04,3.836,,
2007-02-22,0.7619628162145687,0.7606876616461281,0.764525993883792,0.7613826709,5.05,3.844,,
2007-02-23,0.7595321282090233,0.7581501137225171,0.7632422530911311,0.7596475235,5.05,3.846,23 Feb 2007,0.048
2007-02-26,0.7586102260658474,0.7575757575757576,0.7604562737642586,0.7599361654,5.05,3.854,,
2007-02-27,0.755287009063444,0.7540909433677702,0.7598784194528875,0.754944889,4.99,3.854,,
2007-02-28,0.7556865412227008,0.7547739452034116,0.7587253414264036,0.7558578987,5.01,3.848,,
2007-03-01,0.7584951456310679,0.7551729346020238,0.7602250266078759,0.7591285205,5.0,3.855,,
2007-03-02,0.7580351728320195,0.7574036203893054,0.7609191903819814,0.7586102261,4.98,3.86,02 Mar 2007,0.1642
2007-03-05,0.7637668983426259,0.7568303943086355,0.7651109410864576,0.7637085688,4.97,3.86,,
2007-03-06,0.7619047619047619,0.7614406457016676,0.764525993883792,0.7628928898,4.99,3.865,,
2007-03-07,0.7590132827324478,0.7583801001061732,0.7628928898382668,0.7605719501,4.97,3.867,,
2007-03-08,0.7616726331022926,0.7584951456310679,0.7624275693809087,0.7616726331,4.95,3.879,,
2007-03-09,0.7626019980172348,0.759762953958365,0.7642338555598013,0.7623113279,4.96,3.885,09 Mar 2007,0.1393
2007-03-12,0.758322590429969,0.7574609907589759,0.7628928898382668,0.7583801001,4.96,3.889,,
2007-03-13,0.7578053955744164,0.7562580352416244,0.7601672367920943,0.757633154,4.94,3.889,,
2007-03-14,0.7562008469449486,0.7548878991469766,0.7589556769884638,0.7560293339,4.92,3.893,,
2007-03-15,0.7554581853894387,0.7545461404964914,0.7580351728320195,0.7547739452,4.91,3.896,,
2007-03-16,0.75125835774923,0.7495689978262499,0.7558007709167863,0.7514841813,4.9,3.896,16 Mar 2007,0.1967
2007-03-19,0.7518796992481203,0.7503564192991671,0.7530687551773476,0.7519362358,4.93,3.893,,
2007-03-20,0.751089079164789,0.7505253677574302,0.7535795026375283,0.7523888345,4.92,3.895,,
2007-03-21,0.7471049682480388,0.7467702188036741,0.7526153383005946,0.7515971439,4.91,3.896,,
2007-03-22,0.7501312729727703,0.7455453664355476,0.7513148009015778,0.7485590239,4.92,3.902,,
2007-03-23,0.7528986598403855,0.749400479616307,0.7529553497477599,0.7517666516,4.94,3.904,23 Mar 2007,0.1861
2007-03-26,0.7500187504687618,0.7491759065028468,0.7545461404964914,0.74985003,4.93,3.906,,
2007-03-27,0.7489514679448772,0.7480550568521843,0.7508071176514753,0.7486711088,4.93,3.908,,
2007-03-28,0.7509762691498949,0.7476076555023924,0.7514277126540427,0.750131273,4.92,3.914,,
2007-03-29,0.7501312729727703,0.7487271638215035,0.7518231711901361,0.74985003,4.91,3.922,,
2007-03-30,0.7487832272557096,0.7461572899567228,0.7526153383005946,0.7477194557,4.9,3.924,30 Mar 2007,0.1014
2007-04-02,0.7480550568521843,0.7471049682480388,0.7501312729727703,0.7477194557,4.91,3.928,,
2007-04-03,0.7500187504687618,0.7471607890017932,0.7508071176514753,0.7483349547,4.91,3.936,,
2007-04-04,0.747887218607434,0.7472166180975864,0.7508634930169694,0.7482789584,4.92,3.943,,
2007-04-05,0.7451009611802398,0.7438815740534107,0.7490075649764063,0.7448234768,4.9,3.945,,
2007-04-06,0.7475517679599313,0.7443799315170463,0.7482789583956899,0.7473841555,4.91,,06 Apr 2007,0.0893
2007-04-09,0.7488953793155096,0.7473283013227711,0.7496251874062968,0.7481110197,4.89,,,
2007-04-10,0.7442691277165824,0.7431076763022962,0.7491197842535021,0.7442691277,4.89,3.955,,
2007-04-11,0.7446016381236039,0.7438262421898244,0.7458790184232118,0.7442691277,4.9,3.957,,
2007-04-12,0.7415647015202076,0.740521327014218,0.7446016381236039,0.7416196974,4.89,3.969,,
2007-04-13,0.7391529307413703,0.737680731779286,0.7417847340701728,0.7397544015,4.88,3.97,13 Apr 2007,0.0811
2007-04-16,0.7390436774813391,0.7364854912358227,0.7390983000739099,0.7380073801,4.88,3.975,,
2007-04-17,0.7368653746960431,0.7355104442483084,0.7394808844191377,0.7369739848,4.87,3.979,,
2007-04-18,0.7349158521349305,0.7343222205903951,0.7380073800738007,0.7367025195,4.86,3.979,,
2007-04-19,0.7349698662354843,0.7341604874825637,0.7375175160410059,0.7350238883,4.85,3.984,,
2007-04-20,0.7358351729212657,0.7331915829606277,0.7360518180479906,0.7352400559,4.85,3.988,20 Apr 2007,0.1093
2007-04-23,0.7366482504604052,0.7348078477478139,0.7384978952809984,0.736377025,4.85,3.992,,
2007-04-24,0.7330840847445201,0.7328691828508611,0.7381163271331562,0.7341065923,4.84,3.994,,
2007-04-25,0.7332991127080737,0.7316894709885124,0.7342683016374183,0.7327617791,4.83,3.998,,
2007-04-26,0.7356727727506805,0.7323324789454413,0.7361601884570083,0.7358351729,4.82,4.004,,
2007-04-27,0.732493407559332,0.7308338814587444,0.7360518180479906,0.7339449541,4.81,4.01,27 Apr 2007,0.0664
2007-04-30,0.7328691828508611,0.7309407207075506,0.7359434795407712,0.7320644217,4.79,4.016,,
2007-05-01,0.7351319561861354,0.7313149041977476,0.7358351729212657,0.7352941176,4.76,,,
2007-05-02,0.7358893222459342,0.7345379756133392,0.7374087456677235,0.735402265,4.77,4.023,,
2007-05-03,0.7377895824110964,0.7340527049842178,0.7381708127260648,0.73713696,4.76,4.035,,
2007-05-04,0.7358893222459342,0.7346998751010212,0.7390436774813391,0.7359976448,4.76,4.035,04 May 2007,0.0579
2007-05-07,0.7354022650389763,0.7337833871441151,0.7357810315650063,0.7344300823,4.77,4.04,,
2007-05-08,0.7384978952809984,0.7340527049842178,0.7399186089530152,0.738989063,4.76,4.043,,
2007-05-09,0.7392075694855116,0.7370826269624825,0.7396996819291367,0.7380618496,4.74,4.047,,
2007-05-10,0.7416196974191634,0.7371369600471768,0.7426661715558857,0.7400828893,4.73,4.055,,
2007-05-11,0.7392622163081245,0.7389344565137073,0.7427764985515858,0.7396996819,4.73,4.062,11 May 2007,0.0621
2007-05-14,0.7385524372230428,0.7374631268436578,0.7394262052647146,0.7383343178,4.73,4.062,,
2007-05-15,0.7358351729212657,0.7346998751010212,0.7392622163081245,0.7351319562,4.7,4.066,,
2007-05-16,0.7396449704142012,0.7346998751010212,0.7405761682589054,0.7395355717,4.62,4.066,,
2007-05-17,0.7410701052319549,0.7382798080472499,0.7420599584446423,0.7410701052,4.68,4.074,,
2007-05-18,0.7403020432336394,0.7394808844191377,0.7426661715558857,0.7401376656,4.7,4.08,18 May 2007,0.0506
2007-05-21,0.742555877329769,0.7390436774813391,0.7442691277165824,0.7431076763,4.76,4.08,,
2007-05-22,0.743549706297866,0.7418947993174567,0.7441583568983479,0.742721331,4.79,4.08,,
2007-05-23,0.7429420505200593,0.7405761682589054,0.7454342154304883,0.7417297137,4.77,4.086,,
2007-05-24,0.7447680047665153,0.7427764985515858,0.7454342154304883,0.7446570854,4.77,4.094,,
2007-05-25,0.744047619047619,0.742170105388155,0.745656550592797,0.7433838834,4.75,4.098,25 May 2007,0.0622
2007-05-28,0.7433838834374071,0.7427764985515858,0.7437156031533542,#DIV/0!,,4.105,,
2007-05-29,0.7438262421898244,0.7395902669920863,0.7452120128176466,0.7416747015,4.76,4.11,,
2007-05-30,0.7447125409591897,0.7429972509101715,0.7458790184232118,0.7452120128,4.71,4.113,,
2007-05-31,0.743439149505613,0.7419498441905327,0.7449899426357743,0.7433286256,4.6,4.12,,
2007-06-01,0.74360499702558,0.7427213309566251,0.7467144563918757,0.744047619,4.66,4.125,01 Jun 2007,0.0703
2007-06-04,0.7412348973389667,0.7406858751203614,0.7444907683144729,0.7413997628,4.68,4.125,,
2007-06-05,0.7394808844191377,0.7377351530800443,0.7414547341884777,0.7393168712,4.7,4.125,,
2007-06-06,0.7405761682589054,0.738443361394181,0.7415647015202076,0.7411799585,4.67,4.125,,
2007-06-07,0.7447125409591897,0.7399733609590056,0.7450454477723141,0.7431629013,4.67,4.137,,
2007-06-08,0.747775368279369,0.7444353457902182,0.7507507507507507,0.7485590239,4.64,4.137,08 Jun 2007,0.098
2007-06-11,0.7486150621350501,0.7479991024010771,0.7500187504687618,0.7485590239,4.6,4.14,,
2007-06-12,0.7518231711901361,0.747887218607434,0.7518231711901361,0.7504690432,4.59,4.14,,
2007-06-13,0.75125835774923,0.7509198768491402,0.7539772298876574,0.7521624671,4.53,4.145,,
2007-06-14,0.7513148009015778,0.7504690431519699,0.7530687551773476,0.7512583577,4.52,4.15,,
2007-06-15,0.7469933517591694,0.7468259895444361,0.7515971439308531,0.7482229704,4.43,4.15,15 Jun 2007,0.0768
2007-06-18,0.7455453664355476,0.7452120128176466,0.7476076555023924,0.7462129692,4.51,4.15,,
2007-06-19,0.7448234768359898,0.7441583568983479,0.7472166180975864,0.7453786524,4.52,4.152,,
2007-06-20,0.7460459564309161,0.7441029838529652,0.7464914899970141,0.7448234768,4.61,4.156,,
2007-06-21,0.7466029565477079,0.7457677679170707,0.7478312892611427,0.7463243526,4.57,4.16,,
2007-06-22,0.7425007425007425,0.7422802850356295,0.7472724555372888,0.7441583569,4.59,4.16,22 Jun 2007,0.042
2007-06-25,0.7427764985515858,0.742170105388155,0.7441029838529652,0.7434944238,4.69,4.16,,
2007-06-26,0.7433838834374071,0.7418397626112759,0.7444907683144729,0.7425007425,4.69,4.16,,
2007-06-27,0.743439149505613,0.7429420505200593,0.7454342154304883,0.7444353458,4.64,4.164,,
2007-06-28,0.7437709185570844,0.7417297136923304,0.7449899426357743,0.7426110203,4.64,4.17,,
2007-06-29,0.7384978952809984,0.7383343177790903,0.7446016381236039,0.7396449704,4.68,4.176,29 Jun 2007,0.0799
2007-07-02,0.7339449541284403,0.7331378299120234,0.7391529307413703,0.7338372349,4.81,4.176,,
2007-07-03,0.7347538574577517,0.7333528894103843,0.7362143856290951,0.734484025,4.81,4.184,,
2007-07-04,0.7346998751010212,0.7335680751173709,0.7349698662354843,#DIV/0!,,4.184,,
2007-07-05,0.7355104442483084,0.7319572536963841,0.7364312541424257,0.7357268982,4.81,4.19,,
2007-07-06,0.7338372349012989,0.7329766180458843,0.7370283018867925,0.7338910906,4.81,4.195,06 Jul 2007,0.0506
2007-07-09,0.7338372349012989,0.7331378299120234,0.7348618459729571,0.734052705,4.83,4.195,,
2007-07-10,0.7275372862859221,0.7273256236817223,0.7357268981753973,0.729181858,4.81,4.195,,
2007-07-11,0.7275902211874272,0.7253735673872044,0.728279076542131,0.7269026677,4.81,4.2,,
2007-07-12,0.7250580046403713,0.7246376811594204,0.7276431637924762,0.7259001161,4.83,4.21,,
2007-07-13,0.7255840951966332,0.7239032865209208,0.7266385699752942,0.7252683493,4.83,4.215,13 Jul 2007,0.1091
2007-07-16,0.7262164124909223,0.7243752263672583,0.726797005596337,0.7254261879,4.84,4.215,,
2007-07-17,0.7253735673872044,0.7245851749873197,0.7269026677327907,0.7255840952,4.82,4.215,,
2007-07-18,0.7244801854669274,0.7228567297961545,0.7271669575334497,0.7242178447,4.82,4.223,,
2007-07-19,0.7248477819657873,0.7229612492770388,0.7253735673872044,0.7240605315,4.84,4.227,,
2007-07-20,0.7232749891508752,0.7222824124232574,0.725689404934688,0.7230135204,4.83,4.227,20 Jul 2007,0.114
2007-07-23,0.7241653993772178,0.7222302470027444,0.7249003262051468,0.7237461099,4.88,4.23,,
2007-07-24,0.7232749891508752,0.7218652999350321,0.7247427163357009,0.7233796296,4.88,4.234,,
2007-07-25,0.7287567409998542,0.7229612492770388,0.7301401869158879,0.7293414047,4.85,4.24,,
2007-07-26,0.7276961141027506,0.7261109497531223,0.7304068366079907,0.7283321194,4.78,4.246,,
2007-07-27,0.7335142668524903,0.7270612185546024,0.7338372349012989,0.7327617791,4.72,4.246,27 Jul 2007,0.152
2007-07-30,0.7303534910896874,0.7295542423579193,0.7348078477478139,0.7309407207,4.82,4.254,,
2007-07-31,0.7314218841427735,0.7283851700779372,0.731528895391368,0.7293414047,4.82,4.26,,
2007-08-01,0.7316359379572724,0.7293414047115455,0.7332991127080737,0.7308872972,4.75,4.266,,
2007-08-02,0.7300335815447511,0.7295542423579193,0.7325470661490001,0.7303001534,4.75,4.28,,
2007-08-03,0.7260582298700355,0.7235890014471781,0.7308338814587444,0.7254261879,4.72,4.297,03 Aug 2007,0.2029
2007-08-06,0.7250580046403713,0.7224911494834187,0.725689404934688,0.7252157517,4.74,4.31,,
2007-08-07,0.7276961141027506,0.7237461098646595,0.728066982162359,0.7274314396,4.8,4.33,,
2007-08-08,0.7249003262051468,0.723222680263253,0.7288629737609329,0.7242178447,4.81,4.35,,
2007-08-09,0.7314753858532661,0.7236413633403286,0.7323324789454413,0.7298737318,4.67,4.4,,
2007-08-10,0.7303534910896874,0.7295542423579193,0.7330840847445201,0.7306736811,4.44,4.45,10 Aug 2007,0.3043
2007-08-13,0.7348078477478139,0.7293946024799417,0.7350779182593354,0.7339988256,4.61,4.508,,
2007-08-14,0.7388252678241596,0.7337295472888693,0.7390436774813391,0.7363228039,4.51,4.52,,
2007-08-15,0.74487895716946,0.7385524372230428,0.74487895716946,0.7418947993,4.1,4.523,,
2007-08-16,0.7449899426357743,0.743549706297866,0.748502994011976,0.74615729,3.69,4.574,,
2007-08-17,0.742170105388155,0.7381708127260648,0.747887218607434,0.7411799585,3.65,4.645,17 Aug 2007,0.3325
2007-08-20,0.7422802850356295,0.7402472425790214,0.7429420505200593,0.7425007425,3.08,4.656,,
2007-08-21,0.7429420505200593,0.7395355716609968,0.7431076763022962,0.7416747015,3.51,4.664,,
2007-08-22,0.738061849582995,0.7378984651711925,0.743439149505613,0.7388252678,3.58,4.676,,
2007-08-23,0.7370283018867925,0.7358351729212657,0.7388252678241596,0.7374631268,3.79,4.71,,
2007-08-24,0.7310475911981871,0.730887297178775,0.7377895824110964,0.7328691829,4.13,4.723,24 Aug 2007,0.3451
2007-08-27,0.7329766180458843,0.7306736811340055,0.7334604664808567,0.7328691829,4.5,4.727,,
2007-08-28,0.7351319561861354,0.7309407207075506,0.7352941176470588,0.7338910906,4.28,4.72,,
2007-08-29,0.7312079555425564,0.7309407207075506,0.737300007373,0.731261426,3.88,4.723,,
2007-08-30,0.7333528894103843,0.7309941520467835,0.7357268981753973,0.7327080891,3.74,4.723,,
2007-08-31,0.7337833871441151,0.7288098535092193,0.7342143906020557,0.7330840847,3.91,4.734,31 Aug 2007,0.2967
2007-09-03,0.7342143906020557,0.7322788517867604,0.7350779182593354,0.7330840847,,4.742,,
2007-09-04,0.735023888276369,0.7337833871441151,0.7379529186037931,0.7349698662,4.35,4.746,,
2007-09-05,0.7327080890973037,0.7314218841427735,0.7369739848183359,0.7315824128,4.24,4.754,,
2007-09-06,0.7305669199298656,0.7292882147024504,0.7334066740007334,0.7300868803,4.18,4.754,,
2007-09-07,0.726427429899753,0.7246376811594204,0.7319036814755178,0.7261109498,3.96,4.754,07 Sep 2007,0.3078
2007-09-10,0.7247952453431906,0.7237461098646595,0.7263746640517179,0.7249528781,3.86,4.746,,
2007-09-11,0.7227522405319456,0.7220737959419452,0.7257947452460445,0.7227000072,4.0,4.75,,
2007-09-12,0.7193209610128039,0.7185972980741593,0.7233796296296295,0.7192174914,3.93,4.75,,
2007-09-13,0.7211365111415591,0.7179266278986287,0.7213966238638002,0.7202016565,3.97,4.73,,
2007-09-14,0.7208246233691343,0.7195797654169965,0.722334585379948,0.7221259388,3.9,4.723,14 Sep 2007,0.2807
2007-09-17,0.7212405337179949,0.7199942400460796,0.7221259387637203,0.7215007215,4.05,4.73,,
2007-09-18,0.715307582260372,0.7147962830593281,0.723222680263253,0.7210325186,3.91,4.73,,
2007-09-19,0.7160246312473149,0.714847380084352,0.7176175098672408,0.7168458781,3.83,4.723,,
2007-09-20,0.7106310403638431,0.7092198581560284,0.7162810686913545,0.7096224808,3.69,4.727,,
2007-09-21,0.7097735822272695,0.7081651441116069,0.7121492664862555,0.7104290992,3.64,4.723,21 Sep 2007,0.3478
2007-09-24,0.7100759781296598,0.7076640011322624,0.710883628350039,0.709924748,3.76,4.723,,
2007-09-25,0.7069635913750442,0.7065140596297866,0.7112375533428166,0.7078142695,3.7,4.727,,
2007-09-26,0.7077641729775639,0.7060152499293985,0.7086669973779322,0.7079144839,3.64,4.727,,
2007-09-27,0.7067637288854336,0.7046719751955465,0.7080147267063155,0.7073136229,3.62,4.785,,
2007-09-28,0.7007217433956976,0.700280112044818,0.7069635913750442,0.7032843379,3.72,4.793,28 Sep 2007,0.304
2007-10-01,0.7026913077085236,0.7001330252748023,0.7037297677691766,0.7027900766,3.83,4.79,,
2007-10-02,0.7066638400113066,0.7023458350891979,0.7072635971426551,0.7060650992,3.86,4.797,,
2007-10-03,0.7100759781296598,0.7041261794113506,0.710126402499645,0.7074637425,3.86,4.79,,
2007-10-04,0.7075638576381519,0.7066638400113066,0.710883628350039,0.7078142695,3.85,4.785,,
2007-10-05,0.7074637424831978,0.7063144511936714,0.7126567844925884,0.7065140596,3.89,4.773,05 Oct 2007,0.242
